N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Fertility
0.7717717717717718,0.4122137404580153,0.4656862745098039,0.4862385321100916,0.8533333333333334,0.5042735042735041,0.3721751412429378,0.2794117647058823,0.034816247582205,0.3184079601990049,0.1051535658511191,0.4849056603773585,1
0.4714714714714715,0.3282442748091603,0.4477124183006536,0.5412844036697242,0.5466666666666667,0.4615384615384615,0.6299435028248587,0.2499999999999999,0.0251450676982591,0.5273631840796018,0.0978656949505465,0.5283018867924528,0
0.4534534534534535,0.1984732824427481,0.2238562091503267,0.4403669724770642,0.7466666666666668,0.5811965811965811,0.501412429378531,0.1617647058823529,0.0599613152804642,0.308457711442786,0.1108797501301405,0.4830188679245283,0
0.942942942942943,0.3511450381679389,0.4656862745098039,0.6146788990825682,0.4266666666666667,0.5042735042735041,0.9858757062146892,0.2352941176470588,0.0947775628626692,0.1492537313432835,0.1067152524726705,0.3056603773584905,1
0.5105105105105106,0.4122137404580153,0.5522875816993464,0.4220183486238528,0.5733333333333335,0.4358974358974358,0.4759887005649717,0.1764705882352941,0.0841392649903288,0.1243781094527363,0.0864133263925038,0.6415094339622642,0
0.5855855855855856,0.4122137404580153,0.5522875816993464,0.568807339449541,0.7200000000000001,0.6239316239316238,0.5338983050847457,0.3676470588235294,0.0725338491295938,0.736318407960199,0.1332639250390421,0.5,0
0.4714714714714715,0.366412213740458,0.7418300653594772,0.4128440366972475,0.2933333333333334,0.7692307692307692,0.8418079096045197,0.2941176470588235,0.0686653771760154,0.6666666666666665,0.1566892243623113,0.5150943396226415,0
0.6786786786786787,0.4122137404580153,0.2924836601307189,0.3486238532110088,0.4400000000000001,0.5299145299145298,1.0,0.3088235294117647,0.034816247582205,0.6218905472636815,0.1061946902654867,0.4754716981132075,1
0.4714714714714715,0.1603053435114503,0.5522875816993464,0.4036697247706422,0.8533333333333334,0.4871794871794871,0.6412429378531073,0.2941176470588235,0.0241779497098645,0.716417910447761,0.1207704320666319,0.3320754716981132,0
0.5855855855855856,0.2137404580152671,0.3970588235294117,0.3027522935779815,0.5733333333333335,0.4358974358974358,0.6779661016949152,0.2647058823529411,0.0222437137330754,0.572139303482587,0.1041124414367516,0.6415094339622642,0
0.3573573573573574,0.8897149723790333,0.5343137254901961,0.4477064220183483,0.5066666666666667,0.3931623931623931,0.3752824858757062,0.1911764705882352,0.0164410058027079,0.5273631840796018,0.1509630400832899,0.360377358490566,1
0.3963963963963964,0.1603053435114503,0.5522875816993464,0.605504587155963,0.4266666666666667,0.3162393162393162,0.6162429378531074,0.9705882352941176,0.0241779497098645,0.5223880597014924,0.1358667360749609,0.3943396226415094,0
0.5105105105105106,0.4122137404580153,0.8790849673202615,0.4770642201834863,0.52,0.4871794871794871,0.8884180790960452,0.4705882352941176,0.0154738878143133,0.945273631840796,0.1941697032795419,0.7735849056603774,0
0.2642642642642643,0.2137404580152671,0.2924836601307189,0.4220183486238528,0.6933333333333334,0.5811965811965811,0.361864406779661,0.4411764705882353,0.0106382978723403,0.6218905472636815,0.1905257678292555,0.3924528301886792,1
0.5645645645645646,0.4122137404580153,0.7761437908496732,0.5779816513761462,0.3066666666666667,0.6239316239316238,0.8248587570621468,0.5588235294117647,0.0212765957446808,0.6666666666666665,0.1322228006246746,0.4377358490566038,0
0.3033033033033033,0.3969465648854961,0.4820261437908497,0.4587155963302748,0.3066666666666667,0.6495726495726495,0.7584745762711864,0.4264705882352941,0.0164410058027079,0.9104477611940296,0.1441957313899011,0.5,0
0.4714714714714715,0.3816793893129771,0.6372549019607843,0.4403669724770642,0.4666666666666668,0.7692307692307692,0.9858757062146892,0.5588235294117647,0.0251450676982591,0.6865671641791044,0.1587714731910463,0.6603773584905661,0
0.2642642642642643,0.4122137404580153,0.5866013071895425,0.6146788990825682,0.8800000000000001,0.3675213675213675,0.4632768361581921,0.3617647058823529,0.0135396518375241,0.6616915422885571,0.2581988547631442,0.3641509433962264,0
0.3963963963963964,0.5954198473282442,0.7941176470588236,0.4770642201834863,0.4933333333333333,0.8632478632478633,0.9576271186440676,0.7647058823529411,0.0686653771760154,0.5273631840796018,0.3425299323269131,0.5566037735849058,0
0.2642642642642643,0.3511450381679389,0.6372549019607843,0.532110091743119,0.6933333333333334,0.376068376068376,0.5387005649717513,0.3235294117647058,0.0715667311411992,0.9054726368159204,0.2358146798542425,0.3981132075471698,0
0.4714714714714715,0.4122137404580153,0.2418300653594771,0.5137614678899075,0.32,0.7948717948717948,0.6031073446327684,0.3529411764705882,0.058027079303675,0.6666666666666665,0.2535137948984904,0.2169811320754717,0
0.7357357357357358,0.4351145038167938,0.7418300653594772,0.4128440366972475,0.3733333333333334,0.7435897435897435,0.7193502824858757,0.4558823529411764,0.0483558994197291,0.9353233830845769,0.2623633524206142,0.490566037735849,1
0.7177177177177178,0.2137404580152671,0.1895424836601306,0.6238532110091736,0.4933333333333333,0.5299145299145298,0.9858757062146892,0.1617647058823529,0.0822050290135396,0.4129353233830845,0.1223321186881832,0.4207547169811321,1
0.4714714714714715,0.3129770992366412,0.3627450980392157,0.5412844036697242,0.4933333333333333,0.6239316239316238,0.5621468926553672,0.1617647058823529,0.0725338491295938,0.417910447761194,0.1061946902654867,0.4849056603773585,0
0.2642642642642643,0.3969465648854961,0.8104575163398693,0.4770642201834863,0.5733333333333335,0.7179487179487178,0.8446327683615819,0.1764705882352941,0.0783365570599612,0.5273631840796018,0.1108797501301405,0.6452830188679246,0
0.2642642642642643,0.4122137404580153,0.3790849673202614,0.6330275229357797,0.5066666666666667,0.7948717948717948,0.9435028248587568,0.2647058823529411,0.081237911025145,0.5472636815920396,0.1067152524726705,0.5547169811320755,0
0.0960960960960961,0.3816793893129771,0.4477124183006536,0.3761467889908255,0.4133333333333334,0.8205128205128205,0.731638418079096,0.1911764705882352,0.0793036750483558,0.4726368159203979,0.1166059344091619,0.3849056603773585,1
0.1711711711711712,0.4122137404580153,0.6372549019607843,0.4311926605504581,0.3066666666666667,0.5555555555555555,0.4632768361581921,0.1617647058823529,0.0715667311411992,0.3980099502487562,0.1067152524726705,0.6415094339622642,0
0.4834834834834835,0.3129770992366412,0.2418300653594771,0.5596330275229356,0.2933333333333334,0.8376068376068376,0.9435028248587568,0.1617647058823529,0.0628626692456479,0.4726368159203979,0.0983862571577303,0.4075471698113208,1
0.1141141141141141,0.3282442748091603,0.7075163398692811,0.4587155963302748,0.32,0.7692307692307692,0.8799435028248587,0.1617647058823529,0.0551257253384913,0.4676616915422885,0.1124414367516917,0.4094339622641509,2
0.2762762762762763,0.1832061068702289,0.7941176470588236,0.3853211009174308,0.12,0.8205128205128205,0.8587570621468927,0.1470588235294117,0.053191489361702,0.4129353233830845,0.1441957313899011,0.4094339622641509,0
0.018018018018018,0.366412213740458,0.3627450980392157,0.3302752293577982,0.6266666666666668,0.6239316239316238,0.7457627118644067,0.2352941176470588,0.0715667311411992,0.3930348258706467,0.1322228006246746,0.4773584905660377,0
0.0,0.4122137404580153,0.4133986928104575,0.3669724770642202,0.1866666666666667,0.6239316239316238,0.7740112994350282,0.5294117647058824,0.0367504835589941,0.3980099502487562,0.1087975013014055,0.4094339622641509,1
0.3249249249249249,0.3511450381679389,0.3790849673202614,0.4036697247706422,0.3733333333333334,0.7008547008547008,0.576271186440678,0.338235294117647,0.104448742746615,0.8059701492537312,0.2540343571056741,0.3830188679245283,0
0.3807807807807808,0.3969465648854961,0.6029411764705883,0.3394495412844035,0.3066666666666667,0.5811965811965811,0.9435028248587568,0.5735294117647058,0.0135396518375241,0.8208955223880596,0.1181676210307131,0.5867924528301887,0
0.0960960960960961,0.3282442748091603,0.4656862745098039,0.6146788990825682,0.32,0.4358974358974358,0.673728813559322,0.7205882352941178,0.0135396518375241,0.7512437810945273,0.1327433628318584,0.3283018867924528,1
0.1141141141141141,0.366412213740458,0.7941176470588236,0.5137614678899075,0.2266666666666667,0.5811965811965811,0.7824858757062146,0.1764705882352941,0.0512572533849129,0.6666666666666665,0.1202498698594482,0.5264150943396226,0
0.2822822822822823,0.3282442748091603,0.6552287581699346,0.5596330275229356,0.4533333333333335,0.7008547008547008,0.7189265536723164,0.4411764705882353,0.0290135396518375,0.7960199004975124,0.3066111400312337,0.3358490566037736,0
0.4894894894894895,0.4351145038167938,0.8104575163398693,0.5779816513761462,0.6400000000000001,0.6495726495726495,0.4908192090395479,0.338235294117647,0.0241779497098645,0.716417910447761,0.4903695991671004,0.4735849056603773,1
0.6966966966966968,0.2137404580152671,0.3790849673202614,0.4770642201834863,0.3466666666666668,0.6068376068376069,0.884180790960452,0.3676470588235294,0.0280464216634429,0.6218905472636815,0.1868818323789693,0.190566037735849,1
0.6426426426426427,0.4961832061068703,0.4133986928104575,0.5137614678899075,0.3066666666666667,0.5811965811965811,1.0,0.2941176470588235,0.0386847195357833,0.6567164179104477,0.1441957313899011,0.4792452830188679,1
0.7537537537537538,0.3129770992366412,0.4656862745098039,0.4587155963302748,0.2933333333333334,0.5042735042735041,0.7909604519774012,0.2352941176470588,0.0241779497098645,0.462686567164179,0.1353461738677772,0.1490566037735849,1
0.5285285285285286,0.3511450381679389,0.2058823529411764,0.605504587155963,0.1466666666666667,0.5555555555555555,0.7528248587570622,0.4117647058823529,0.018375241779497,0.4726368159203979,0.1207704320666319,0.2377358490566037,0
0.7717717717717718,0.1603053435114503,0.1715686274509804,0.568807339449541,0.4800000000000001,0.4358974358974358,0.7740112994350282,0.5735294117647058,0.0454545454545454,0.5223880597014924,0.1395106715252472,0.2018867924528302,1
0.8288288288288289,0.2290076335877862,0.4820261437908497,0.4128440366972475,0.16,0.6068376068376069,0.6652542372881356,0.6323529411764706,0.0425531914893617,0.5323383084577114,0.1124414367516917,0.4509433962264151,1
0.6036036036036037,0.1603053435114503,0.2761437908496732,0.5779816513761462,0.56,0.6752136752136751,0.7810734463276836,0.7205882352941178,0.0415860735009671,0.4676616915422885,0.3977095262883914,0.4132075471698113,1
0.4894894894894895,0.1450381679389312,0.3627450980392157,0.5412844036697242,0.36,0.5555555555555555,0.788135593220339,0.8235294117647058,0.0280464216634429,0.462686567164179,0.3956272774596564,0.3226415094339623,0
0.4354354354354355,0.1984732824427481,0.4656862745098039,0.5596330275229356,0.2266666666666667,0.5042735042735041,0.731638418079096,0.3088235294117647,0.0261121856866538,0.4079601990049751,0.0926600728787089,0.3660377358490566,0
0.3933933933933934,0.2290076335877862,0.5866013071895425,0.3394495412844035,0.68,0.6239316239316238,0.7457627118644067,0.4411764705882353,0.0319148936170212,0.517412935323383,0.0978656949505465,0.5358490566037736,0
0.0570570570570571,0.2977099236641221,0.3970588235294117,0.5045871559633022,0.3466666666666668,0.5811965811965811,0.7810734463276836,0.3676470588235294,0.0270793036750483,0.4825870646766169,0.1035918792295679,0.3943396226415094,0
0.3963963963963964,0.3511450381679389,0.2761437908496732,0.5596330275229356,0.4400000000000001,0.5811965811965811,0.788135593220339,0.4411764705882353,0.0309477756286267,0.462686567164179,0.3987506507027589,0.4320754716981132,0
0.2756756756756757,0.2671755725190839,0.3790849673202614,0.4862385321100916,0.5333333333333334,0.4358974358974358,0.6892655367231638,0.6029411764705882,0.0406189555125725,0.3830845771144278,0.0983862571577303,0.3415094339622642,0
0.2462462462462462,0.1984732824427481,0.7075163398692811,0.321100917431192,0.68,0.4871794871794871,0.731638418079096,0.4558823529411764,0.0831721470019342,0.8059701492537312,0.2248828735033836,0.5264150943396226,0
0.3393393393393393,0.366412213740458,0.4820261437908497,0.3302752293577982,0.3866666666666667,0.5555555555555555,0.8446327683615819,0.4117647058823528,0.3104448742746614,0.7512437810945273,0.5465903175429464,0.2037735849056604,0
0.3963963963963964,0.3969465648854961,0.4656862745098039,0.2477064220183488,0.7066666666666668,0.6068376068376069,0.675141242937853,0.4411764705882353,0.1914893617021276,0.7114427860696516,0.1374284226965122,0.5,0
0.7357357357357358,0.1984732824427481,0.3447712418300653,0.3486238532110088,0.3466666666666668,0.5555555555555555,0.9152542372881356,0.5147058823529411,0.0377176015473887,0.562189054726368,0.1259760541384695,0.2773584905660377,1
0.4534534534534535,0.2137404580152671,0.0506535947712418,0.5045871559633022,0.5733333333333335,0.6239316239316238,0.1807909604519774,0.5441176470588235,0.0541586073500967,0.5323383084577114,0.1900052056220718,0.2735849056603773,0
0.4714714714714715,0.1603053435114503,0.3970588235294117,0.4678899082568802,0.2933333333333334,0.6068376068376069,0.9788135593220336,0.6029411764705882,0.0280464216634429,0.5572139303482586,0.1306611140031233,0.3943396226415094,0
0.018018018018018,0.282442748091603,0.2924836601307189,0.4587155963302748,0.4933333333333333,0.6752136752136751,0.5903954802259886,0.588235294117647,0.0415860735009671,0.5422885572139302,0.1847995835502342,0.3981132075471698,0
0.2462462462462462,0.4122137404580153,0.3627450980392157,0.605504587155963,0.3066666666666667,0.5555555555555555,0.8728813559322033,0.5588235294117647,0.0957446808510638,0.5771144278606964,0.137948984903696,0.5377358490566038,0
0.0570570570570571,0.3969465648854961,0.1895424836601306,0.4954128440366969,0.5733333333333335,0.5811965811965811,0.5480225988700564,0.4411764705882353,0.1847195357833655,0.4676616915422885,0.142113482561166,0.4037735849056604,0
0.6606606606606608,0.3129770992366412,0.2761437908496732,0.4036697247706422,0.5466666666666667,0.4871794871794871,0.71045197740113,0.5147058823529411,0.0938104448742746,0.4726368159203979,0.137948984903696,0.3056603773584905,1
0.8288288288288289,0.3511450381679389,0.2924836601307189,0.3119266055045868,0.04,0.3931623931623931,0.5389830508474576,0.6617647058823529,0.1808510638297872,0.7910447761194028,0.1728266527850078,0.3188679245283019,1
0.903903903903904,0.4351145038167938,0.3790849673202614,0.4954128440366969,0.24,0.5299145299145298,0.5611581920903954,0.6029411764705882,0.178916827852998,0.5820895522388059,0.1384695471108797,0.3113207547169812,1
0.5057057057057057,0.4122137404580153,0.6895424836601307,0.4954128440366969,0.68,0.4871794871794871,0.9364406779661016,0.5588235294117647,0.0822050290135396,0.4776119402985074,0.1832378969286829,0.649056603773585,0
0.7927927927927929,0.3969465648854961,0.3790849673202614,0.4036697247706422,0.52,0.5555555555555555,0.7556497175141244,0.4264705882352941,0.0367504835589941,0.5771144278606964,0.137948984903696,0.3999999999999999,1
0.6966966966966968,0.4122137404580153,0.3970588235294117,0.4036697247706422,0.7466666666666668,0.4358974358974358,0.1313559322033898,0.4558823529411764,0.0512572533849129,0.6666666666666665,0.1369078604893284,0.8301886792452831,1
0.3171171171171172,0.3511450381679389,0.3104575163398693,0.4036697247706422,0.28,0.6068376068376069,0.4138418079096045,0.5735294117647058,0.0280464216634429,0.6865671641791044,0.1488807912545549,0.3566037735849056,0
0.6606606606606608,0.4351145038167938,0.4313725490196078,0.4036697247706422,0.6266666666666668,0.6752136752136751,0.5511299435028248,0.9411764705882352,0.0367504835589941,0.572139303482587,0.1447162935970848,0.4490566037735849,1
0.5105105105105106,0.1984732824427481,0.5179738562091504,0.5871559633027515,0.2933333333333334,0.6239316239316238,0.5550847457627118,0.4705882352941176,0.029980657640232,0.5572139303482586,0.1244143675169182,0.3433962264150944,0
0.3033033033033033,0.1450381679389312,0.3790849673202614,0.3119266055045868,0.7600000000000001,0.5555555555555555,0.519774011299435,0.4264705882352941,0.0444874274661508,0.572139303482587,0.137948984903696,0.3792452830188679,0
0.4534534534534535,0.1832061068702289,0.4656862745098039,0.5871559633027515,0.4400000000000001,0.2478632478632478,0.7217514124293785,0.3676470588235294,0.881044487427466,0.2985074626865671,0.4643414888079125,0.5943396226415094,0
0.3033033033033033,0.2290076335877862,0.5866013071895425,0.5871559633027515,0.3733333333333334,0.6666666666666666,0.2740112994350282,0.5147058823529411,0.3713733075435202,0.4825870646766169,0.2701717855283706,0.2169811320754717,0
0.075075075075075,0.3816793893129771,0.1715686274509804,0.7706422018348618,0.6133333333333335,0.0,0.4661016949152542,0.6323529411764706,0.6876208897485493,0.3880597014925372,0.323269130661114,0.3207547169811321,0
0.5465465465465466,0.2290076335877862,0.0866013071895424,0.678899082568807,0.3066666666666667,0.4957264957264957,0.338276836158192,0.588235294117647,0.6102514506769825,0.7114427860696516,0.4133263925039042,0.2452830188679245,0
0.4714714714714715,0.3511450381679389,0.5343137254901961,0.678899082568807,0.6933333333333334,0.3333333333333333,0.1892655367231638,0.4264705882352941,0.420696324951644,0.9303482587064676,0.6720458094742321,0.5754716981132076,0
0.6426426426426427,0.2671755725190839,0.4477124183006536,0.8623853211009171,0.24,0.5811965811965811,0.231638418079096,0.6617647058823529,0.7591876208897486,0.6119402985074627,0.7501301405517959,0.3773584905660377,1
0.4144144144144144,0.1603053435114503,0.3790849673202614,0.5871559633027515,0.7200000000000001,0.0854700854700854,0.317090395480226,0.3970588235294118,0.3268858800773694,0.7213930348258706,0.9083810515356584,0.4622641509433963,0
0.8288288288288289,0.2977099236641221,0.4313725490196078,0.7706422018348618,0.8266666666666667,0.829059829059829,0.2528248587570621,0.75,0.4226305609284332,0.3830845771144278,0.5939614783966684,0.6415094339622642,1
0.7357357357357358,0.1450381679389312,0.1715686274509804,0.5871559633027515,0.3066666666666667,0.6666666666666666,0.1892655367231638,0.5147058823529411,0.7176015473887813,0.2089552238805969,0.4643414888079125,0.7547169811320755,1
0.2282282282282282,0.4351145038167938,0.3790849673202614,0.678899082568807,0.56,0.2478632478632478,0.4872881355932203,0.3676470588235294,0.881044487427466,0.626865671641791,0.2467464862051015,0.1981132075471698,0
0.4714714714714715,0.2977099236641221,0.1715686274509804,0.5871559633027515,0.68,0.4957264957264957,0.5084745762711864,0.7352941176470587,0.3684719535783364,0.5771144278606964,0.323269130661114,0.160377358490566,0
0.4894894894894895,0.3282442748091603,0.1895424836601306,0.678899082568807,0.3066666666666667,0.0854700854700854,0.2528248587570621,0.75,0.9110251450676982,0.3830845771144278,0.4273815720978657,0.2641509433962264,0
0.0570570570570571,0.1145038167938931,0.4656862745098039,0.678899082568807,0.4400000000000001,0.0,0.317090395480226,0.4705882352941176,0.3684719535783364,0.4676616915422885,0.6736074960957835,0.1792452830188679,0
0.5105105105105106,0.2290076335877862,0.5179738562091504,0.4954128440366969,0.2933333333333334,0.1623931623931623,0.3594632768361582,0.3823529411764705,0.7843326885880076,0.6766169154228855,0.4955752212389381,0.2452830188679245,0
0.3393393393393393,0.3969465648854961,0.4477124183006536,0.4954128440366969,0.7600000000000001,0.9145299145299144,0.4018361581920904,0.6470588235294117,0.562862669245648,0.6119402985074627,0.3914627798021863,0.3207547169811321,0
0.2642642642642643,0.2442748091603053,0.2058823529411764,0.4036697247706422,0.28,0.6666666666666666,0.2740112994350282,0.3088235294117647,0.4487427466150869,0.3781094527363183,0.6736074960957835,0.2169811320754717,0
0.1141141141141141,0.3511450381679389,0.3627450980392157,0.4954128440366969,0.7466666666666668,0.0,0.5084745762711864,0.6617647058823529,0.3713733075435202,0.7661691542288556,0.3914627798021863,0.2641509433962264,0
0.4354354354354355,0.1450381679389312,0.326797385620915,0.4036697247706422,0.4266666666666667,0.1623931623931623,0.3594632768361582,0.3823529411764705,0.7843326885880076,0.6766169154228855,0.4955752212389381,0.2452830188679245,0
0.6036036036036037,0.2977099236641221,0.2761437908496732,0.5871559633027515,0.2133333333333333,0.6666666666666666,0.2528248587570621,0.6029411764705882,0.4651837524177948,0.2686567164179104,0.308172826652785,0.1792452830188679,0
0.4714714714714715,0.3511450381679389,0.3104575163398693,0.4036697247706422,0.5466666666666667,0.0,0.3594632768361582,0.6617647058823529,0.881044487427466,0.462686567164179,0.5996876626756897,0.679245283018868,0
0.4354354354354355,0.282442748091603,0.3447712418300653,0.4954128440366969,0.5333333333333334,0.3333333333333333,0.6362994350282486,0.4705882352941176,0.6711798839458414,0.7412935323383083,0.6199895887558563,0.2849056603773585,0
0.5105105105105106,0.1297709923664121,0.2924836601307189,0.678899082568807,0.4266666666666667,0.5811965811965811,0.2528248587570621,0.2499999999999999,0.3684719535783364,0.6019900497512437,0.3852160333159812,0.2169811320754717,0
0.6036036036036037,0.3511450381679389,0.2581699346405228,0.5871559633027515,0.7466666666666668,0.829059829059829,0.7217514124293785,0.3088235294117647,0.483558994197292,0.2985074626865671,0.6298802706923478,0.4433962264150943,0
0.5645645645645646,0.3129770992366412,0.5686274509803921,0.678899082568807,0.4400000000000001,0.6666666666666666,0.338276836158192,0.8235294117647058,0.2949709864603481,0.4776119402985074,0.2675689744924518,0.5188679245283019,0
0.2072072072072072,0.4122137404580153,0.3627450980392157,0.5871559633027515,0.7466666666666668,0.3333333333333333,0.5084745762711864,0.4999999999999999,0.3713733075435202,0.9601990049751244,0.2467464862051015,0.3773584905660377,0
0.3393393393393393,0.2290076335877862,0.3627450980392157,0.4954128440366969,0.4400000000000001,0.4957264957264957,0.6362994350282486,0.6617647058823529,0.2591876208897485,0.7412935323383083,0.6840187402394586,0.2169811320754717,0
0.4714714714714715,0.4122137404580153,0.6372549019607843,0.4954128440366969,0.3466666666666668,0.0854700854700854,0.2528248587570621,0.4117647058823528,0.5909090909090908,0.2935323383084577,0.4367516918271733,0.4622641509433963,0
0.2642642642642643,0.2290076335877862,0.6209150326797386,0.4954128440366969,0.2933333333333334,0.9145299145299144,0.317090395480226,0.7794117647058822,0.7059961315280463,0.3432835820895522,0.323269130661114,0.6415094339622642,0
0.2282282282282282,0.3282442748091603,0.3447712418300653,0.4954128440366969,0.6000000000000001,0.7521367521367521,0.5727401129943502,0.6617647058823529,0.2843326885880077,0.4776119402985074,0.3664757938573659,0.7924528301886793,0
0.3213213213213213,0.2977099236641221,0.4133986928104575,0.4036697247706422,0.3333333333333334,0.6666666666666666,0.5084745762711864,0.6029411764705882,0.397485493230174,0.9303482587064676,0.4898490369599166,0.2358490566037736,0
0.4534534534534535,0.282442748091603,0.7075163398692811,0.5871559633027515,0.5866666666666668,0.0,0.4018361581920904,0.4999999999999999,0.1431334622823984,0.736318407960199,0.5694950546590318,0.4433962264150943,0
0.6216216216216217,0.4351145038167938,0.3970588235294117,0.4036697247706422,0.32,0.5811965811965811,0.2740112994350282,0.4264705882352941,0.5822050290135397,0.2935323383084577,0.7308693388859969,0.3207547169811321,0
0.4534534534534535,0.366412213740458,0.1715686274509804,0.4954128440366969,0.5333333333333334,0.4188034188034187,0.6793785310734463,0.2647058823529411,0.3713733075435202,0.2039800995024875,0.6345653305570016,0.2452830188679245,0
0.6216216216216217,0.2671755725190839,0.326797385620915,0.4954128440366969,0.52,0.2478632478632478,0.338276836158192,0.3088235294117647,0.2388781431334622,0.5820895522388059,0.9942738157209788,0.4622641509433963,0
