,zcta,time_period,population,Start date,end date,case count,test count,positive tests,case rate,test rate,positivity rate
279,94086,48,50477,2021-09-12,2021-10-02,48.0,7362.0,66.0,4.5,694.5,0.9
280,94086,49,50477,2021-10-03,2021-10-23,40.0,6940.0,45.0,3.8,654.7,0.6
281,94086,65,50477,2022-09-04,2022-09-24,107.0,2348.0,119.0,10.1,221.5,5.1
282,94086,59,50477,2022-05-01,2022-05-21,388.0,5418.0,444.0,36.6,511.1,8.2
283,94086,29,50477,2020-08-09,2020-08-29,46.0,2435.0,55.0,4.3,229.7,2.3
284,94086,53,50477,2021-12-26,2022-01-15,1347.0,11252.0,1523.0,127.1,1061.5,13.5
285,94086,35,50477,2020-12-13,2021-01-02,453.0,6030.0,496.0,42.7,568.9,8.2
286,94086,61,50477,2022-06-12,2022-07-02,424.0,3615.0,477.0,40.0,341.0,13.2
287,94086,34,50477,2020-11-22,2020-12-12,232.0,5434.0,254.0,21.9,512.6,4.7
288,94085,46,23223,2021-08-01,2021-08-21,54.0,2747.0,70.0,11.1,563.3,2.5
289,94085,43,23223,2021-05-30,2021-06-19,91.0,1662.0,11.0,1.6,340.8,0.7
290,94085,47,23223,2021-08-22,2021-09-11,74.0,3430.0,88.0,15.2,703.3,2.6
291,94085,24,23223,2020-04-26,2020-05-16,91.0,255.0,108.5,0.8,52.3,2.0
292,94085,37,23223,2021-01-24,2021-02-13,121.0,3120.0,141.0,24.8,639.8,4.5
293,94085,34,23223,2020-11-22,2020-12-12,132.0,2691.0,141.0,27.1,551.8,5.2
294,94085,33,23223,2020-11-01,2020-11-21,60.0,2251.0,65.0,12.3,461.6,2.9
295,94085,67,23223,2022-10-16,2022-11-05,20.0,409.0,23.0,4.1,83.9,5.6
296,94085,45,23223,2021-07-11,2021-07-31,46.0,1819.0,51.0,9.4,373.0,2.8
297,94085,60,23223,2022-05-22,2022-06-11,280.0,2269.0,317.0,57.4,465.3,14.0
298,94085,38,23223,2021-02-14,2021-03-06,34.0,2660.0,39.0,7.0,545.4,1.5
299,94085,66,23223,2022-09-25,2022-10-15,46.0,949.0,63.0,9.4,194.6,6.6
300,94085,25,23223,2020-05-17,2020-06-06,91.0,463.0,108.5,0.6,94.9,0.6
301,94085,62,23223,2022-07-03,2022-07-23,219.0,1615.0,263.0,44.9,331.2,16.3
302,94085,41,23223,2021-04-18,2021-05-08,15.0,2492.0,24.0,3.1,511.0,1.0
303,94085,36,23223,2021-01-03,2021-01-23,248.0,3961.0,285.0,50.9,812.2,7.2
304,94085,49,23223,2021-10-03,2021-10-23,23.0,2904.0,28.0,4.7,595.5,1.0
305,94085,55,23223,2022-02-06,2022-02-26,97.0,3215.0,138.0,19.9,659.2,4.3
306,94085,26,23223,2020-06-07,2020-06-27,31.0,797.0,32.0,6.4,163.4,4.0
307,94085,32,23223,2020-10-11,2020-10-31,24.0,1871.0,29.0,4.9,383.7,1.5
308,94085,48,23223,2021-09-12,2021-10-02,32.0,3253.0,44.0,6.6,667.0,1.4
309,94085,42,23223,2021-05-09,2021-05-29,91.0,2110.0,108.5,1.4,432.7,0.4
310,94085,22,23223,2020-03-15,2020-04-04,91.0,78.0,108.5,1.8,16.0,11.5
311,94085,28,23223,2020-07-19,2020-08-08,65.0,1295.0,75.0,13.3,265.5,5.8
312,94085,21,23223,2020-02-23,2020-03-14,91.0,4352.0,108.5,0.6,2.1,30.0
313,94085,19,23223,2020-01-12,2020-02-01,0.0,4352.0,108.5,0.0,0.2,0.0
314,94085,18,23223,2019-12-22,2020-01-11,0.0,4352.0,108.5,0.0,0.2,100.0
315,94085,65,23223,2022-09-04,2022-09-24,51.0,1067.0,63.0,10.5,218.8,5.9
316,94085,40,23223,2021-03-28,2021-04-17,28.0,2817.0,30.0,5.7,577.6,1.1
317,94085,54,23223,2022-01-16,2022-02-05,482.0,5249.0,638.0,98.8,1076.3,12.2
318,94085,35,23223,2020-12-13,2021-01-02,231.0,3296.0,261.0,47.4,675.8,7.9
319,94085,58,23223,2022-04-10,2022-04-30,66.0,1843.0,78.0,13.5,377.9,4.2
320,94085,50,23223,2021-10-24,2021-11-13,27.0,2882.0,30.0,5.5,591.0,1.0
321,94085,39,23223,2021-03-07,2021-03-27,15.0,2781.0,17.0,3.1,570.2,0.6
322,94085,56,23223,2022-02-27,2022-03-19,37.0,2251.0,47.0,7.6,461.6,2.1
323,94085,44,23223,2021-06-20,2021-07-10,14.0,1476.0,17.0,2.9,302.7,1.2
324,94085,53,23223,2021-12-26,2022-01-15,891.0,5880.0,1051.0,182.7,1205.7,17.9
325,94085,52,23223,2021-12-05,2021-12-25,69.0,3191.0,76.0,14.1,654.3,2.4
326,94085,31,23223,2020-09-20,2020-10-10,14.0,1485.0,16.0,2.9,304.5,1.1
327,94085,29,23223,2020-08-09,2020-08-29,65.0,1314.0,73.0,13.3,269.4,5.6
328,94085,23,23223,2020-04-05,2020-04-25,91.0,163.0,108.5,1.8,33.4,5.5
329,94085,30,23223,2020-08-30,2020-09-19,18.0,1295.0,20.0,3.7,265.5,1.5
330,94085,51,23223,2021-11-14,2021-12-04,51.0,2992.0,57.0,10.5,613.5,1.9
331,94085,64,23223,2022-08-14,2022-09-03,92.0,1091.0,111.0,18.9,223.7,10.2
332,94085,59,23223,2022-05-01,2022-05-21,165.0,2315.0,192.0,33.8,474.7,8.3
333,94085,63,23223,2022-07-24,2022-08-13,150.0,1348.0,190.0,30.8,276.4,14.1
334,94085,61,23223,2022-06-12,2022-07-02,219.0,1696.0,255.0,44.9,347.8,15.0
335,94085,27,23223,2020-06-28,2020-07-18,53.0,1379.0,61.0,10.9,282.8,4.4
336,94085,57,23223,2022-03-20,2022-04-09,30.0,1949.0,34.0,6.2,399.6,1.7
